Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.6915        -332.7165    -335.9164       3.1999   339.1
0.6920        -332.7157    -335.9520       3.2363   343.0
0.6925        -332.7144    -335.9839       3.2695   346.5
0.6930        -332.7129    -335.9869       3.2739   347.0
0.6935        -332.7098    -335.9449       3.2350   342.8
0.6940        -332.7057    -335.8640       3.1583   334.7
0.6945        -332.7009    -335.7676       3.0667   325.0
0.6950        -332.6965    -335.6878       2.9913   317.0
0.6955        -332.6930    -335.6485       2.9555   313.2
0.6960        -332.6905    -335.6561       2.9657   314.3
0.6965        -332.6884    -335.6978       3.0094   318.9
0.6970        -332.6861    -335.7477       3.0615   324.5
0.6975        -332.6825    -335.7805       3.0980   328.3
0.6980        -332.6775    -335.7860       3.1085   329.4
0.6985        -332.6718    -335.7705       3.0987   328.4
0.6990        -332.6655    -335.7500       3.0845   326.9
0.6995        -332.6596    -335.7419       3.0822   326.6
0.7000        -332.6543    -335.7558       3.1015   328.7
0.7005        -332.6494    -335.7891       3.1397   332.7
0.7010        -332.6449    -335.8272       3.1823   337.3
0.7015        -332.6398    -335.8488       3.2090   340.1
0.7020        -332.6341    -335.8365       3.2024   339.4
0.7025        -332.6277    -335.7833       3.1556   334.4
0.7030        -332.6203    -335.6956       3.0753   325.9
0.7035        -332.6127    -335.5937       2.9810   315.9
0.7040        -332.6051    -335.5026       2.8975   307.1
0.7045        -332.5980    -335.4442       2.8462   301.6
0.7050        -332.5910    -335.4300       2.8390   300.9
0.7055        -332.5840    -335.4610       2.8770   304.9
0.7060        -332.5774    -335.5289       2.9515   312.8
0.7065        -332.5707    -335.6145       3.0438   322.6
0.7070        -332.5631    -335.6922       3.1290   331.6
0.7075        -332.5543    -335.7409       3.1865   337.7
0.7080        -332.5440    -335.7544       3.2103   340.2
0.7085        -332.5329    -335.7447       3.2119   340.4
0.7090        -332.5216    -335.7355       3.2139   340.6
0.7095        -332.5110    -335.7494       3.2383   343.2
0.7100        -332.5019    -335.7947       3.2928   349.0
0.7105        -332.4930    -335.8606       3.3677   356.9
0.7110        -332.4840    -335.9273       3.4433   364.9
0.7115        -332.4752    -335.9733       3.4981   370.7
0.7120        -332.4657    -335.9818       3.5161   372.6
0.7125        -332.4561    -335.9471       3.4910   370.0
0.7130        -332.4457    -335.8750       3.4293   363.4
0.7135        -332.4356    -335.7856       3.3500   355.0
0.7140        -332.4255    -335.7040       3.2785   347.4
0.7145        -332.4161    -335.6571       3.2409   343.5
0.7150        -332.4076    -335.6629       3.2553   345.0
0.7155        -332.3999    -335.7242       3.3243   352.3
0.7160        -332.3929    -335.8275       3.4347   364.0
0.7165        -332.3862    -335.9475       3.5613   377.4
0.7170        -332.3800    -336.0522       3.6722   389.2
0.7175        -332.3735    -336.1092       3.7358   395.9
0.7180        -332.3652    -336.0993       3.7341   395.7
0.7185        -332.3571    -336.0288       3.6717   389.1
0.7190        -332.3484    -335.9220       3.5736   378.7
0.7195        -332.3407    -335.8182       3.4775   368.5
0.7200        -332.3344    -335.7528       3.4183   362.3
0.7205        -332.3301    -335.7437       3.4136   361.8
0.7210        -332.3266    -335.7843       3.4577   366.4
0.7215        -332.3242    -335.8510       3.5267   373.8
0.7220        -332.3222    -335.9107       3.5885   380.3
0.7225        -332.3192    -335.9356       3.6163   383.3
0.7230        -332.3155    -335.9164       3.6009   381.6
0.7235        -332.3121    -335.8612       3.5491   376.1
0.7240        -332.3083    -335.7850       3.4768   368.5
0.7245        -332.3056    -335.7087       3.4031   360.7
0.7250        -332.3036    -335.6468       3.3432   354.3
0.7255        -332.3022    -335.6050       3.3028   350.0
0.7260        -332.3007    -335.5819       3.2812   347.7
0.7265        -332.2991    -335.5767       3.2777   347.4
0.7270        -332.2979    -335.5898       3.2919   348.9
0.7275        -332.2973    -335.6179       3.3205   351.9
0.7280        -332.2977    -335.6470       3.3493   354.9
0.7285        -332.2978    -335.6523       3.3545   355.5
0.7290        -332.2965    -335.6152       3.3187   351.7
0.7295        -332.2932    -335.5405       3.2473   344.1
0.7300        -332.2894    -335.4613       3.1719   336.2
0.7305        -332.2864    -335.4196       3.1332   332.1
0.7310        -332.2858    -335.4413       3.1554   334.4
0.7315        -332.2868    -335.5167       3.2299   342.3
0.7320        -332.2885    -335.6076       3.3191   351.7
0.7325        -332.2888    -335.6675       3.3787   358.1
0.7330        -332.2873    -335.6705       3.3831   358.5
0.7335        -332.2845    -335.6183       3.3339   353.3
0.7340        -332.2817    -335.5354       3.2538   344.8
0.7345        -332.2796    -335.4509       3.1713   336.1
0.7350        -332.2776    -335.3862       3.1086   329.4
0.7355        -332.2764    -335.3567       3.0803   326.4
0.7360        -332.2752    -335.3656       3.0904   327.5
0.7365        -332.2743    -335.4094       3.1351   332.2
0.7370        -332.2733    -335.4774       3.2041   339.6
0.7375        -332.2733    -335.5519       3.2786   347.5
0.7380        -332.2728    -335.6068       3.3340   353.3
0.7385        -332.2718    -335.6192       3.3474   354.8
0.7390        -332.2694    -335.5785       3.3091   350.7
0.7395        -332.2657    -335.4980       3.2323   342.5
0.7400        -332.2613    -335.4137       3.1524   334.1
0.7405        -332.2578    -335.3707       3.1130   329.9
0.7410        -332.2563    -335.3959       3.1397   332.7
0.7415        -332.2565    -335.4831       3.2265   341.9
0.7420        -332.2573    -335.5977       3.3405   354.0
0.7425        -332.2569    -335.6976       3.4407   364.6
0.7430        -332.2551    -335.7559       3.5009   371.0
0.7435        -332.2528    -335.7687       3.5160   372.6
0.7440        -332.2497    -335.7511       3.5014   371.1
0.7445        -332.2473    -335.7300       3.4827   369.1
0.7450        -332.2453    -335.7287       3.4833   369.2
0.7455        -332.2455    -335.7618       3.5163   372.7
0.7460        -332.2468    -335.8226       3.5758   379.0
0.7465        -332.2486    -335.8899       3.6413   385.9
0.7470        -332.2507    -335.9420       3.6913   391.2
0.7475        -332.2529    -335.9608       3.7079   393.0
0.7480        -332.2549    -335.9394       3.6845   390.5
0.7485        -332.2573    -335.8818       3.6245   384.1
0.7490        -332.2595    -335.7976       3.5381   375.0
0.7495        -332.2614    -335.7058       3.4444   365.0
0.7500        -332.2634    -335.6310       3.3676   356.9
0.7505        -332.2666    -335.5961       3.3295   352.9
0.7510        -332.2713    -335.6097       3.3384   353.8
0.7515        -332.2765    -335.6597       3.3832   358.5
0.7520        -332.2824    -335.7228       3.4404   364.6
0.7525        -332.2878    -335.7720       3.4842   369.2
0.7530        -332.2929    -335.7898       3.4969   370.6
0.7535        -332.2973    -335.7722       3.4750   368.3
0.7540        -332.3016    -335.7294       3.4279   363.3
0.7545        -332.3062    -335.6768       3.3706   357.2
0.7550        -332.3109    -335.6284       3.3175   351.6
0.7555        -332.3166    -335.5940       3.2775   347.3
0.7560        -332.3224    -335.5740       3.2516   344.6
0.7565        -332.3280    -335.5650       3.2370   343.1
0.7570        -332.3335    -335.5655       3.2320   342.5
0.7575        -332.3385    -335.5769       3.2383   343.2
0.7580        -332.3439    -335.6037       3.2598   345.5
0.7585        -332.3505    -335.6458       3.2952   349.2
0.7590        -332.3571    -335.6906       3.3336   353.3
0.7595        -332.3637    -335.7213       3.3576   355.8
0.7600        -332.3697    -335.7246       3.3549   355.5
0.7605        -332.3747    -335.7018       3.3271   352.6
0.7610        -332.3798    -335.6677       3.2880   348.5
0.7615        -332.3847    -335.6390       3.2544   344.9
0.7620        -332.3908    -335.6282       3.2374   343.1
0.7625        -332.3969    -335.6350       3.2381   343.2
0.7630        -332.4025    -335.6558       3.2533   344.8
0.7635        -332.4081    -335.6913       3.2832   347.9
0.7640        -332.4141    -335.7441       3.3300   352.9
0.7645        -332.4206    -335.8126       3.3919   359.5
0.7650        -332.4282    -335.8879       3.4597   366.6
0.7655        -332.4369    -335.9508       3.5139   372.4
0.7660        -332.4455    -335.9756       3.5302   374.1
0.7665        -332.4526    -335.9455       3.4929   370.2
0.7670        -332.4588    -335.8672       3.4084   361.2
0.7675        -332.4640    -335.7697       3.3057   350.3
0.7680        -332.4698    -335.6919       3.2221   341.5
0.7685        -332.4772    -335.6620       3.1848   337.5
0.7690        -332.4860    -335.6832       3.1972   338.8
0.7695        -332.4957    -335.7328       3.2371   343.1
0.7700        -332.5047    -335.7764       3.2717   346.7
0.7705        -332.5125    -335.7902       3.2777   347.4
0.7710        -332.5197    -335.7689       3.2492   344.3
0.7715        -332.5259    -335.7184       3.1925   338.3
0.7720        -332.5321    -335.6536       3.1215   330.8
0.7725        -332.5379    -335.5912       3.0534   323.6
0.7730        -332.5434    -335.5483       3.0050   318.5
0.7735        -332.5492    -335.5407       2.9915   317.0
0.7740        -332.5560    -335.5739       3.0178   319.8
0.7745        -332.5632    -335.6358       3.0726   325.6
0.7750        -332.5706    -335.7029       3.1323   332.0
0.7755        -332.5770    -335.7483       3.1713   336.1
0.7760        -332.5821    -335.7593       3.1772   336.7
0.7765        -332.5859    -335.7455       3.1596   334.8
0.7770        -332.5897    -335.7317       3.1420   333.0
0.7775        -332.5941    -335.7399       3.1458   333.4
0.7780        -332.6000    -335.7776       3.1776   336.8
0.7785        -332.6063    -335.8323       3.2260   341.9
0.7790        -332.6119    -335.8842       3.2723   346.8
0.7795        -332.6169    -335.9210       3.3041   350.2
0.7800        -332.6219    -335.9401       3.3182   351.7
0.7805        -332.6265    -335.9459       3.3194   351.8
0.7810        -332.6312    -335.9468       3.3156   351.4
0.7815        -332.6361    -335.9501       3.3140   351.2
0.7820        -332.6409    -335.9617       3.3209   351.9
0.7825        -332.6460    -335.9887       3.3428   354.3
0.7830        -332.6514    -336.0331       3.3817   358.4
0.7835        -332.6582    -336.0884       3.4302   363.5
0.7840        -332.6652    -336.1375       3.4723   368.0
0.7845        -332.6726    -336.1613       3.4887   369.7
0.7850        -332.6793    -336.1463       3.4671   367.4
0.7855        -332.6853    -336.0933       3.4080   361.2
0.7860        -332.6907    -336.0169       3.3262   352.5
0.7865        -332.6964    -335.9408       3.2444   343.8
0.7870        -332.7022    -335.8861       3.1839   337.4
0.7875        -332.7092    -335.8665       3.1573   334.6
0.7880        -332.7168    -335.8793       3.1624   335.1
0.7885        -332.7249    -335.9090       3.1841   337.4
0.7890        -332.7326    -335.9334       3.2008   339.2
0.7895        -332.7394    -335.9333       3.1939   338.5
0.7900        -332.7456    -335.9003       3.1547   334.3
0.7905        -332.7510    -335.8361       3.0852   327.0
0.7910        -332.7555    -335.7520       2.9966   317.6
0.7915        -332.7590    -335.6663       2.9073   308.1
0.7920        -332.7624    -335.6009       2.8385   300.8
0.7925        -332.7662    -335.5717       2.8055   297.3
0.7930        -332.7700    -335.5798       2.8097   297.8
0.7935        -332.7742    -335.6145       2.8404   301.0
0.7940        -332.7777    -335.6577       2.8800   305.2
0.7945        -332.7796    -335.6946       2.9150   308.9
0.7950        -332.7810    -335.7248       2.9438   312.0
0.7955        -332.7824    -335.7536       2.9713   314.9
0.7960        -332.7842    -335.7830       2.9988   317.8
0.7965        -332.7864    -335.8072       3.0208   320.1
0.7970        -332.7877    -335.8141       3.0264   320.7
0.7975        -332.7875    -335.7985       3.0110   319.1
0.7980        -332.7864    -335.7735       2.9871   316.6
0.7985        -332.7850    -335.7617       2.9767   315.5
0.7990        -332.7842    -335.7828       2.9986   317.8
0.7995        -332.7849    -335.8401       3.0552   323.8
0.8000        -332.7855    -335.9136       3.1281   331.5
0.8005        -332.7850    -335.9783       3.1933   338.4
0.8010        -332.7839    -336.0197       3.2358   342.9
0.8015        -332.7820    -336.0345       3.2524   344.7
0.8020        -332.7799    -336.0296       3.2497   344.4
0.8025        -332.7780    -336.0131       3.2351   342.8
0.8030        -332.7764    -335.9918       3.2154   340.8
0.8035        -332.7747    -335.9698       3.1951   338.6
0.8040        -332.7730    -335.9482       3.1752   336.5
0.8045        -332.7708    -335.9293       3.1585   334.7
0.8050        -332.7690    -335.9201       3.1511   333.9
0.8055        -332.7669    -335.9237       3.1568   334.6
0.8060        -332.7659    -335.9395       3.1736   336.3
0.8065        -332.7646    -335.9562       3.1916   338.2
0.8070        -332.7636    -335.9606       3.1970   338.8
0.8075        -332.7624    -335.9396       3.1772   336.7
0.8080        -332.7599    -335.8833       3.1234   331.0
0.8085        -332.7561    -335.7976       3.0415   322.3
0.8090        -332.7521    -335.7059       2.9538   313.0
0.8095        -332.7480    -335.6350       2.8870   306.0
0.8100        -332.7456    -335.6020       2.8564   302.7
0.8105        -332.7428    -335.6017       2.8589   303.0
